gene	male_young_adult_1
1	-0.00620886138246972
10	0
100	0
1000	0
10000	0
100009676	0
10001	0
10002	0
10003	0
10004	0
100048912	-9.5348195754504e-4
10005	0
10006	0.00568532452460661
10007	0.00464243349078034
10008	0
10009	0
100093630	0.02807220328473634
100093698	0
1001	-0.004863709254148
10010	-0.00184746415313113
100101467	0.01064362327185753
100101938	0
10011	0
100113407	0
100124700	0
100125288	-0.02872736278321669
100126791	0
100126793	0
100127888	0
100127983	-0.0105476052136049
100128025	0
100128071	0
100128098	0
100128124	0
100128126	0
100128139	0
100128164	-0.01314904305917829
100128191	0
100128239	0
100128325	0
100128554	0
100128590	-0.03447297294137126
100128640	-0.00142456289543368
100128731	0
100128750	0
100128782	0.00337508912700967
100128788	-0.0221349634986289
100128881	0
100128893	-1.2988349508066e-4
100128927	0
100128946	0
100129128	0
100129175	0
100129195	0
100129196	-6.8314590089774e-4
100129250	0.00914680868802788
100129271	0
100129361	0
100129427	0
100129461	-0.00330311542110473
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	0
100129662	0.00102535205814901
100129716	0.00719277395275119
100129722	0
100129726	-0.00633914394842223
100129792	0.01352643849747774
100129794	0
100129827	-0.04047542548844119
100129845	0
100129858	-0.03423780442658619
100129917	0
100129935	0
10013	0.01496549733024722
100130155	0
100130249	0
100130264	0
100130331	0
100130357	0.05503167014212352
100130449	-0.00845410126974935
100130476	-0.00372082501159739
100130519	-0.00961839538057678
100130522	0
100130548	0
100130613	0
100130691	0.07534378921691051
100130705	0
100130717	0
100130733	0.03397891905777567
100130776	0
100130894	0
100130933	-0.00227213992669796
100130950	0.02155860183207632
100130958	-0.00775234448033204
100130967	0
100131017	-0.00590829356353856
100131067	0.0189810710758675
100131117	-0.03759261841265546
100131138	0
100131187	0
100131211	-0.00592982685934578
100131213	-0.01072247802881662
100131303	0
100131347	0
100131366	0
100131434	-0.01132508129081702
100131496	0
100131655	-0.00271002969346614
100131691	-7.5763748149377e-4
100131755	-0.0150463909207031
100131801	0
100131814	-0.02693915856180663
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-0.05217632392178609
100133205	0.02309407081616147
100133311	0
100133461	0
100133612	0.00500417845982419
100133941	-0.03443955536090069
100133985	0
100134229	0.01021359757119059
100134259	-0.01287249394011567
100134368	0
100134713	0
100137047	-0.04437133405135576
10014	0
100141515	0.02604101122059702
100144597	0
100144602	0
100144603	0.027992110413884
100144748	0
10015	0
10016	0
100169752	0
100169989	0
10017	0
100170229	0
100170765	0
100170841	0
10018	0
100188893	0
100188953	0
100189589	0
10019	0.00755510358045558
100190938	0.0305945727618212
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	0
10023	0
10024	0.04151002976089243
10025	-0.0281927328758365
10026	0
100268168	0
100270679	0
100272147	0
100286844	0
100287015	-0.0146850279253033
100287114	0
100287177	-0.0154797745581417
100287366	0
100287482	0.04477241548779035
100287569	-0.02043615220031844
100287616	-0.00181224827533498
100287814	0
100287896	0
100287902	0
100287932	0.00731822119747578
100288079	0
100288122	0
100288198	0
100288413	0.00521471011902055
100288637	-0.00838111816258228
100288797	0
100289092	0
100289097	0
100289098	-0.00482707341256401
100289187	0
100289274	0
100289341	-0.01439714249381392
100289373	-1.2681138427114832e-5
100289495	0
100289635	9.798788296601e-4
100289678	0.00393483567519839
100292680	0
100293516	0.02573780503610224
100294362	0
100294720	0
1003	0
100302691	0
100303728	0
100303755	0
100306951	0
100316904	-0.02283989313352267
100329135	0
100359394	-0.01911815700730213
10036	0.00837230650300039
100379174	0
10038	0
100381270	0
10039	-0.01829832663707115
1004	0
10040	0
10042	0
100422737	0
10043	0.00340487785286172
10044	0
10045	0
10046	0
10047	0
10048	0.00686448307762637
10049	0
100499171	0
1005	0
10050	0
100500850	0.08940728122186176
100505474	0
100505478	0
100505495	-0.02071991254599996
100505501	0.02510225209706743
100505515	0
100505538	-0.0206830796950449
100505540	0
100505545	0
100505549	0
100505573	0
100505583	0
100505609	0
100505616	0.01357873776102057
100505619	0
100505622	0
100505624	0.01673027448030889
100505641	0
100505658	0
100505659	0
100505664	0
100505676	0
100505681	0
100505685	0
100505687	0
100505696	-0.00745914742976318
100505715	5.8789694516441e-4
100505718	0
100505738	0
100505741	-0.03687209857172336
100505746	0
100505761	0
100505768	0
100505776	0
100505782	0
100505783	0.01144231636031551
100505797	0
100505811	0
100505812	0
100505826	0.03477053577697649
100505839	0.00468545590480389
100505841	0
100505851	-0.0460927044142012
100505854	-0.00963008429184971
100505876	-0.00367780640738427
100505877	0
100505879	0
100505881	0.05573958580661885
100505890	0
100505893	0
100505894	0
100505933	-0.02778209260299366
100505964	0
100505967	0
100505975	-0.00887060626024955
100505978	0
100505984	0.00232034422636561
100505985	0
100505989	-8.3630602034843e-4
100506012	-0.02093565217477612
100506013	0.05673135964804234
100506022	-0.0213797639330281
100506025	0
100506049	0
100506068	0.00371276208714459
100506071	-0.00169528367251584
100506082	0.00454857895674324
100506083	0
100506098	0
100506100	0.01929139529852111
100506107	0
100506108	0
100506113	0
100506115	0.02451325696016809
100506119	0.020486357822093
100506122	0
100506125	0
100506126	0
100506127	0
100506142	0
100506144	-5.7505891172044e-4
100506172	0
100506175	0
100506195	-0.00561607492276983
100506207	0
100506215	-0.01386998617767587
100506229	0
100506237	0
100506243	0
100506271	0
100506274	-0.00550126153802607
100506286	0
100506289	0
100506302	0.01584475405235236
100506314	0.00894549547034324
100506319	0
100506368	0
100506374	0
100506380	0
100506385	-0.00722815955791745
100506405	0
100506406	0
100506409	0
100506413	0
100506421	0
100506428	0
100506433	0
100506457	0
100506462	-0.00283986112124527
100506465	-0.00987119533812301
100506469	0
100506475	-0.00662101460657855
100506489	0
100506492	-0.00931948158714313
100506495	0
100506497	0.00492560455636196
100506498	0
100506504	0.00487081933334889
100506526	0
100506527	0
100506530	0
100506540	-0.07447775726091992
100506542	0
100506571	0.00573381259190595
100506581	-0.04995578354709243
100506599	0.02949743631724973
100506603	-0.00683896773707241
100506606	0.01695547025149178
100506622	0.00548276767379001
100506655	0
100506660	0
100506668	0.00425735752977817
100506675	0
100506677	0
100506679	0
100506680	0
100506686	-0.09488930049114765
100506691	0.01107436624585224
100506696	-0.02964541587196615
100506697	0
100506710	0
100506713	0.01987658417423063
100506714	0.02437141929530335
100506724	0
100506733	0
100506742	0
100506755	0
100506757	0
100506765	0
100506776	0
100506779	0
100506790	0
100506791	0
100506795	0
100506797	0
100506826	-0.00491347001811562
100506827	0
100506834	0
100506840	0
100506866	0
100506874	0
100506895	0
100506907	0
100506922	-0.01044365376576202
100506930	0.00493248118537333
100506963	-0.00416286659685947
100506994	-7.9184542782526e-4
100506999	0
100507027	0
100507034	0
100507050	0
100507057	-0.07693215875721916
100507058	0
100507059	0
100507062	-0.01431194982300927
100507064	0
100507086	0
100507114	0
100507117	0.0014048403491561
100507143	0
100507156	0
100507171	0
100507173	0
100507203	0
100507206	0.01532455648235073
100507240	0
100507246	0
100507250	-0.00471620078904076
100507254	-1.7673700584246e-4
100507257	-0.04662913740909863
100507261	0
100507266	0
100507274	0
100507277	0
100507283	0.01675778842368919
100507290	0.00426366393892053
100507300	0
100507303	0.00631052855516733
100507316	0.02094532872097044
100507331	0
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0
100507391	-0.00982687792762759
100507392	0.03540962086141868
100507403	0
100507421	0
100507423	0
100507428	0
100507433	0.00757025267291893
100507436	0.03710821353215329
100507459	0.0160290833844086
100507461	0
100507462	-0.00376491522267596
100507463	0
100507468	0
100507470	0
100507475	0.00930232054135249
100507477	0
100507487	0.00233593681015089
100507495	0
100507506	0
100507524	-0.01342562129290756
100507527	0
100507533	0
100507534	0
100507537	0
100507540	-0.01703501013069618
100507547	0
100507564	0
100507567	-0.01948823422841856
100507584	0
100507600	0
100507602	0.06047346769870851
100507605	0
100507629	-0.00403725126638865
100507632	0.0039552423233487
100507642	-0.02479430395632417
100507650	0.03677991170674603
100508631	0
10051	0
10052	0.01196928201086967
100526820	-0.02714739910524284
100528062	0
10053	0.04198249558356942
100533106	0.01856049782694895
100533178	0
100533182	0.02347919549630882
10054	0
10055	0
10056	0
10057	0
10058	0.01993477855015137
10059	-0.00374477721385894
1006	-1.898160552772e-4
10060	0
10061	0
10062	-0.01584986462895292
100628307	0
100631378	0
100652740	0.00468516945086633
100652791	0
100652824	0
100652853	0
100652911	0
100652929	0.01397833775359003
100652999	0
10066	0
10067	0.00545001948506689
10068	0.03581549017960862
10069	0
1007	-0.00206423015565178
10071	0
10072	-0.02109681253319745
10073	0
10075	0
10076	0
10077	-0.04793010951321115
10078	0.01715486352359543
10079	0.01467717498550611
1008	0
10081	0.00707823100348226
10082	0
100820829	0.0299916191861948
10083	0
10084	0
10085	0
100852408	0
100852409	0
100859921	0
100859930	0.00829830500355587
10086	-0.02736768319066266
100861552	0
100861553	-5.0457879900983e-4
100861554	0
100861573	0
100862662	0
100862671	-0.04864957869964424
100862679	0
100862680	0.02044134601899023
100862704	-0.01728018325775829
10087	-0.00709858663394726
100873930	0
100873942	0
100874012	0
100874018	0
100874021	0
100874032	-0.01964614499694443
100874051	0
