sex	age_group	term	combined_zscore
female	adolescent	Hepatomegaly	0.6657146465254569
female	adolescent	Schizophrenia	0.42263136545360286
female	adolescent	Alzheimer's Disease	0.1682985491754767
female	adolescent	Malignant tumor of colon	-1.322402809267441
female	adolescent	Colonic Neoplasms	-1.1512898859439293
female	adolescent	Presenile dementia	0.14973510120266584
female	adolescent	Mental Depression	1.9038029186486838
female	adolescent	Depressive disorder	1.3843137173293565
female	adolescent	Hepatolenticular Degeneration	-1.5413674687527121
female	adolescent	Kidney Failure, Acute	1.4116140993483102
female	adolescent	Liver Cirrhosis	-0.17400578324303953
female	adolescent	Liver Cirrhosis, Experimental	0.5223659869564639
female	adolescent	Lung diseases	0.5088304769203986
female	adolescent	Lung Neoplasms	-0.9572977576535627
female	adolescent	Nephrotic Syndrome	0.2993874586790419
female	adolescent	Fibrosis, Liver	-0.16602709480708888
female	adolescent	Malignant neoplasm of lung	-0.9456446747002284
female	adolescent	Familial Alzheimer Disease (FAD)	0.15738520159351752
female	adolescent	Alzheimer Disease, Late Onset	0.15110168072668154
female	adolescent	Acute Confusional Senile Dementia	0.15885728817366496
female	adolescent	Alzheimer's Disease, Focal Onset	0.15058398773049764
female	adolescent	Alzheimer Disease, Early Onset	0.14926968003609845
female	adolescent	Hepatic Form of Wilson Disease	-1.5357927435284264
female	adolescent	Acute Kidney Insufficiency	1.4113877438563538
female	adolescent	Liver carcinoma	-0.843449148537447
female	adolescent	Acute kidney injury	1.4096758482583283
female	adolescent	Alcoholic Intoxication, Chronic	1.8224900922269822
female	adolescent	Autosome Abnormalities	-0.3517445843481686
female	adolescent	Malignant neoplasm of urinary bladder	-2.9627791576999187
female	adolescent	Bladder Neoplasm	-3.001969503886949
female	adolescent	Malignant Neoplasms	-0.9263670256867836
female	adolescent	Chromosome Aberrations	-0.3558972784757897
female	adolescent	Drug toxicity	-0.707639298385226
female	adolescent	Neoplasms	0.14667658651484924
female	adolescent	Prostatic Neoplasms	-1.6182139525534425
female	adolescent	Adverse reaction to drug	-0.7047975039276216
female	adolescent	Benign Neoplasm	0.14555768224776655
female	adolescent	Malignant neoplasm of prostate	-1.5996290822393942
female	adolescent	Malignant neoplasm of breast	-2.1456607135346966
female	adolescent	Coronary Arteriosclerosis	-0.5991728852941113
female	adolescent	Diastematomyelia	-0.35533327445786206
female	adolescent	Drug Allergy	-1.9655792956961986
female	adolescent	Hepatitis, Toxic	-0.34482106679557106
female	adolescent	Childhood Acute Lymphoblastic Leukemia	-0.39273084609008424
female	adolescent	L2 Acute Lymphoblastic Leukemia	-0.25442675587895536
female	adolescent	Liver neoplasms	-1.7519954864188567
female	adolescent	Neural Tube Defects	-0.31465097065836334
female	adolescent	Neurenteric Cyst	-0.3562940685966737
female	adolescent	Tethered Cord Syndrome	-0.35638220000452453
female	adolescent	Iniencephaly	-0.3572636781589551
female	adolescent	Craniorachischisis	-0.9850061008738744
female	adolescent	Exencephaly	-0.3561015543525603
female	adolescent	Spinal Cord Myelodysplasia	-0.35709094140918823
female	adolescent	Malignant neoplasm of liver	-1.7493824730594671
female	adolescent	Malignant mesothelioma	-1.6438105224434372
female	adolescent	Breast Carcinoma	-2.45641340996409
female	adolescent	Acrania	-0.35847357553495607
female	adolescent	Drug-Induced Liver Disease	-0.34585641472029854
female	adolescent	Mammary Neoplasms, Human	-2.2569935059963697
female	adolescent	Hepatitis, Drug-Induced	-0.34177115212926146
female	adolescent	Mammary Neoplasms	-2.211232676213848
female	adolescent	Coronary Artery Disease	-0.595387177548151
female	adolescent	Precursor Cell Lymphoblastic Leukemia Lymphoma	-0.03970995158379306
female	adolescent	Drug-Induced Acute Liver Injury	-0.3454109058972215
female	adolescent	Chemical and Drug Induced Liver Injury	-0.3434930115849534
female	adolescent	Chemically-Induced Liver Toxicity	-0.3413953803127541
female	adolescent	Mammary Carcinoma, Human	-2.264095349017549
female	adolescent	Lipoidosis	-1.2551368179611526
female	adolescent	Depression, Bipolar	-0.27095689719368815
female	adolescent	Autistic Disorder	1.6007845519633983
female	adolescent	Jacksonian Seizure	0.6693111346293262
female	adolescent	Muscle hypotonia	1.1610483430515943
female	adolescent	Seizures	0.404011941427483
female	adolescent	Complex partial seizures	0.6722333568955052
female	adolescent	Generalized seizures	0.6733546658722391
female	adolescent	Clonic Seizures	0.6715162467026091
female	adolescent	Visual seizure	0.6676278779756083
female	adolescent	Tonic Seizures	0.5282267244444723
female	adolescent	Epileptic drop attack	0.6718419067210621
female	adolescent	Seizures, Somatosensory	0.6710915325067385
female	adolescent	Seizures, Auditory	0.6739865407688057
female	adolescent	Olfactory seizure	0.669461376438259
female	adolescent	Gustatory seizure	0.6712396556091266
female	adolescent	Vertiginous seizure	0.6718495797571796
female	adolescent	Developmental delay (disorder)	-0.6838053527872427
female	adolescent	Tonic - clonic seizures	0.7309864223273314
female	adolescent	Global developmental delay	-0.12028061019046796
female	adolescent	Non-epileptic convulsion	0.6678698619285858
female	adolescent	Single Seizure	0.6716746053988183
female	adolescent	Atonic Absence Seizures	0.6677736408579624
female	adolescent	Convulsive Seizures	0.6716935303286361
female	adolescent	Seizures, Focal	0.850520095121803
female	adolescent	Seizures, Sensory	0.6711602272836193
female	adolescent	Nonepileptic Seizures	0.6701444275571127
female	adolescent	Convulsions	0.6836064853907673
female	adolescent	Absence Seizures	0.5210526940948992
female	adolescent	Epileptic Seizures	0.668756122481294
female	adolescent	Myoclonic Seizures	0.41102491556538545
female	adolescent	Generalized Absence Seizures	0.6662262218442738
female	adolescent	Atherosclerosis	-1.3258481440974124
female	adolescent	Colorectal Carcinoma	0.9843818918040376
female	adolescent	Colorectal Neoplasms	0.1160161571774486
female	adolescent	Hypercholesterolemia	-1.4156843483428545
female	adolescent	Hypercholesterolemia, Familial	-1.5826396532835676
female	adolescent	Kidney Failure, Chronic	-0.8899953281304298
female	adolescent	Hyperlipoproteinemia Type IIa	-0.9562317684330899
female	adolescent	Atherogenesis	-1.3220446030879134
female	adolescent	Hyperlipoproteinemia Type IIb	-1.8974268578215603
female	adolescent	Peripheral Nervous System Diseases	-0.6331603168831205
female	adolescent	Pathological accumulation of air in tissues	0.733285951802008
female	adolescent	Pulmonary Hypertension	-0.6087720088106807
female	adolescent	Pulmonary Fibrosis	-2.3929662333126256
female	adolescent	Hamman-Rich syndrome	-0.7061237190818783
female	adolescent	Idiopathic Pulmonary Fibrosis	-1.1151504216478887
female	adolescent	Alveolitis, Fibrosing	-2.462970823765022
female	adolescent	Ataxia	-0.9413537359748201
female	adolescent	Ataxia, Sensory	-0.9654677601272786
female	adolescent	Ataxia, Motor	-0.9683303322190884
female	adolescent	Ataxia, Truncal	-0.9679291842048073
female	adolescent	Abnormal coordination	-0.9644886988659623
female	adolescent	Ataxia, Appendicular	-0.9668468346212475
female	adolescent	Tremor, Rubral	-0.964252967597624
female	adolescent	Hypersensitivity	-0.2730821177314285
female	adolescent	Pneumonia	1.0035898509212422
female	adolescent	Lobar Pneumonia	1.0033723927740255
female	adolescent	Disease Exacerbation	-0.4566668329529
female	adolescent	Experimental Lung Inflammation	1.003111249217336
female	adolescent	Allergic Reaction	-0.16147998785304252
female	adolescent	Pneumonitis	0.9980573039286952
female	adolescent	Cleft upper lip	-1.3716583238021798
female	adolescent	Disorder of eye	0.3129634582936956
female	adolescent	Retinitis Pigmentosa	-0.45105070684288084
female	adolescent	Age related macular degeneration	0.00582704830014681
