gene	female-young_child-fine-1
1	0.0030339506399455866
10	0
100	0
1000	-0.007944785811996492
10000	-0.003236652910228862
100009676	0
10001	0.0019030975185417665
10002	-0.0013069379412316438
10003	0.015171874788615734
10004	0.02214848480413272
100048912	-0.020349913628107754
10005	0
10006	0
10007	0
10008	0.031677024412621504
10009	0
100093630	0.04396206137190565
100093698	-0.010155659405394655
1001	0
10010	0
100101467	0
100101938	0
10011	-8.641774581845969e-4
100113407	-0.011694856333079609
100124700	0
100125288	0
100126791	0
100126793	0
100127888	0
100127983	-0.03407352214784288
100128025	0
100128071	0.0010023763947227984
100128098	0
100128124	0
100128126	0
100128139	0
100128164	0
100128191	-0.017038204364466743
100128239	-0.005512608236362861
100128325	0.003098164653785159
100128554	0
100128590	-0.06812969259137236
100128640	0
100128731	0.0013502512342327489
100128750	0
100128782	-0.0019078997532544694
100128788	0
100128881	-0.023304955670151728
100128893	0.012967462453485094
100128927	0
100128946	0
100129128	0
100129175	0
100129195	0.011892683203427115
100129196	-0.003261290755092858
100129250	0.008945378670628196
100129271	0
100129361	0
100129427	0
100129461	-0.021331686553262362
100129482	0
100129503	0
100129550	0
100129597	0
100129620	0
100129654	0
100129662	0
100129716	0
100129722	0
100129726	-0.004376203494628131
100129792	-0.051331238094650594
100129794	0
100129827	-0.02737148000659459
100129845	-0.002969869322384457
100129858	0.0050256321026796915
100129917	0
100129935	0
10013	-0.0064405977846930555
100130155	0.009856662134755906
100130249	0
100130264	0
100130331	0.0036166467908681937
100130357	0
100130449	0
100130476	0
100130519	0
100130522	0
100130548	0
100130613	0
100130691	-0.02114944014611612
100130705	-0.004281245595246811
100130717	0
100130733	0.019752217109559416
100130776	0
100130894	0
100130933	-0.009598090736433466
100130950	0
100130958	0.04373478563286507
100130967	-0.015634292658997122
100131017	0
100131067	0.010553075009776225
100131117	-0.03269497331920594
100131138	-8.075342802788681e-4
100131187	-0.0119601872332966
100131211	0
100131213	0
100131303	0
100131347	0
100131366	-8.310910195359054e-4
100131434	0
100131496	0
100131655	-0.0013398902635111075
100131691	0
100131755	0
100131801	-0.01572408047847133
100131814	-0.010117637190137169
100131816	0
100132074	0
100132078	0
100132341	0
100132386	0
100132464	0
100132476	0
100132596	0
100132677	0
100132891	-0.019018637274114743
100133205	-0.011293454163838165
100133311	-0.02012623491660697
100133461	0
100133612	0.008665656993254998
100133941	0.07300636186025912
100133985	0
100134229	0.029552695687711458
100134259	0
100134368	0
100134713	0
100137047	-0.011341443153979378
10014	-0.015192252486168551
100141515	0
100144597	0
100144602	0
100144603	-0.014668622448541974
100144748	-0.019292153770465524
10015	0
10016	0
100169752	0
100169989	0
10017	0.017399672274711713
100170229	0
100170765	0
100170841	0
10018	0.028948864165294592
100188893	0
100188953	0
100189589	9.448122258034493e-4
10019	0
100190938	0
100192379	0
100192386	0
1002	0
10020	0
10021	0
10022	-0.001969355353098878
10023	0.0012762932746405431
10024	0
10025	0
10026	0.026783738454425596
100268168	0
100270679	0
100272147	-0.02901557549059539
100286844	0
100287015	-0.005269115825608509
100287114	0
100287177	0.0034092457110602315
100287366	0
100287482	0
100287569	-0.060311263517556606
100287616	-0.03739282942422956
100287814	0
100287896	0
100287902	0
100287932	0
100288079	0
100288122	0
100288198	0
100288413	-0.0020448333952128475
100288637	-0.028414352356180846
100288797	0
100289092	0.015581154110851802
100289097	0
100289098	0.042366193918194246
100289187	0.02856142155032804
100289274	-0.0024298888594933457
100289341	-0.011569332961583405
100289373	0
100289495	0
100289635	0
100289678	0.001184607374998833
100292680	0
100293516	7.835140377308239e-4
100294362	0
100294720	-0.007051413240020236
1003	0
100302691	0
100303728	0
100303755	0
100306951	0
100316904	0
100329135	0
100359394	0
10036	0
100379174	0
10038	0
100381270	0.014932333293769928
10039	-0.008333124016951753
1004	0
10040	0
10042	-0.003545216310383033
100422737	0.03463606794185861
10043	0
10044	0
10045	-0.019794344273634572
10046	0
10047	0
10048	0
10049	0
100499171	0
1005	0
10050	0
100500850	-0.014897992376875838
100505474	0
100505478	0
100505495	0
100505501	0.010830466631588547
100505515	0
100505538	0.03328411897546797
100505540	0
100505545	-6.699022299536018e-5
100505549	0
100505573	0
100505583	0
100505609	0
100505616	-0.011860459943600882
100505619	0
100505622	-0.007112977628614924
100505624	0
100505641	0
100505658	0
100505659	0
100505664	0
100505676	0
100505681	0
100505685	0
100505687	0
100505696	0
100505715	-0.018790914546013577
100505718	0
100505738	-0.010280367471990556
100505741	0.05488209627212626
100505746	0
100505761	0
100505768	0
100505776	-0.009403674722332554
100505782	0
100505783	0.0038913869139275115
100505797	-0.044557368259704556
100505811	0
100505812	0
100505826	-0.009480612159579039
100505839	0
100505841	0
100505851	0
100505854	0
100505876	0
100505877	0
100505879	0
100505881	0.0017775424159812946
100505890	0
100505893	0.0013679914969797235
100505894	0.009442763840115057
100505933	0.019254480290763203
100505964	-0.007377245621062864
100505967	0
100505975	0
100505978	0
100505984	0
100505985	0
100505989	0
100506012	0
100506013	0
100506022	-0.01418002188667567
100506025	0
100506049	0
100506068	0
100506071	0
100506082	0
100506083	-0.010608745539210906
100506098	0.009398232237052702
100506100	0
100506107	0
100506108	-0.0012412846772003499
100506113	-0.012429582070419765
100506115	0
100506119	-0.016410024028079787
100506122	0
100506125	0
100506126	0
100506127	0
100506142	-0.0028436572881144185
100506144	-0.004653764310378178
100506172	0
100506175	0
100506195	0
100506207	-0.018869998345665034
100506215	0.0053863230020095906
100506229	0
100506237	0
100506243	0.0019682115077198433
100506271	0
100506274	0
100506286	0
100506289	0
100506302	-0.022466541899516065
100506314	-0.053167968851218314
100506319	0
100506368	-0.008998374740573328
100506374	0
100506380	0.034418737007632996
100506385	0
100506405	0
100506406	0
100506409	0.004368889169986435
100506413	0
100506421	0.005333605995417913
100506428	0
100506433	0
100506457	0.014037870053319032
100506462	0
100506465	0
100506469	-0.00783015467590204
100506475	0
100506489	0
100506492	-0.0010237916053451477
100506495	0.008308590615841943
100506497	-0.002235508207393563
100506498	0.008272139058498718
100506504	-0.023595014700402366
100506526	0
100506527	0
100506530	0
100506540	0
100506542	-0.01787376137858363
100506571	0
100506581	0
100506599	-0.019002256956001676
100506603	-0.012972879323293149
100506606	0
100506622	0
100506655	0
100506660	0.03458423790828076
100506668	0
100506675	0.0029105837652043534
100506677	0
100506679	0
100506680	0
100506686	-0.017313235948894067
100506691	-0.034676540573250134
100506696	0.003436271388218104
100506697	0
100506710	0
100506713	-0.014704333749660112
100506714	0
100506724	0
100506733	0
100506742	0
100506755	0
100506757	0
100506765	0
100506776	2.140279872054999e-5
100506779	0
100506790	0
100506791	-1.46748519730735e-4
100506795	0
100506797	0.002848922646080628
100506826	0.004454718904786451
100506827	0
100506834	0
100506840	0
100506866	-0.03139164897063676
100506874	0
100506895	0
100506907	0
100506922	-4.1881156515113433e-4
100506930	0.002248259169271401
100506963	-0.032379145271718625
100506994	0
100506999	0
100507027	0
100507034	0
100507050	0.0037199282283080265
100507057	0.009469042800039577
100507058	0
100507059	0
100507062	0
100507064	0
100507086	0
100507114	0
100507117	0
100507143	0
100507156	0
100507171	-0.038830778202569645
100507173	0.009990463838483161
100507203	0.004775643317338577
100507206	-0.0025520571795294975
100507240	0
100507246	0.009419866715135766
100507250	0
100507254	0.006223040702038532
100507257	0
100507261	0
100507266	-0.03420968895496765
100507274	0
100507277	0
100507283	-0.009898967824225918
100507290	0.02395293068980537
100507300	-0.018740721583196333
100507303	0.0517984305517216
100507316	0
100507331	0.013818395097367516
100507336	0
100507362	0
100507384	0
100507388	0
100507389	0
100507391	0
100507392	-0.0032293504469874633
100507403	0
100507421	0
100507423	-7.738438773631555e-4
100507428	0
100507433	0.07874697098801464
100507436	-0.004080205631361016
100507459	-0.002465031738975566
100507461	0
100507462	0.002223943249784955
100507463	0
100507468	0
100507470	0
100507475	0
100507477	0
100507487	0
100507495	0
100507506	0
100507524	0.006903794592455051
100507527	0
100507533	0
100507534	0
100507537	0
100507540	-0.032311715822613524
100507547	0
100507564	0
100507567	-0.017021001386235267
100507584	0
100507600	-0.022278729144267054
100507602	-0.02097404114816643
100507605	0
100507629	0.006041989857447754
100507632	-0.0021612477052367213
100507642	-0.03356412751331431
100507650	-0.0065177049367960435
100508631	0
10051	0.03083617239186478
10052	0
100526820	0
100528062	-0.0033755641910297807
10053	9.043879092048526e-6
100533106	0
100533178	0
100533182	-0.011435339507063016
10054	0
10055	0
10056	0
10057	0.011312140665908814
10058	0.02682409737515373
10059	0
1006	0.004181511409876064
10060	0.01049384018989755
10061	0.016836449444479852
10062	-0.024890467744450064
100628307	0
100631378	0
100652740	0.02877362780810049
100652791	0
100652824	0
100652853	0
100652911	0
100652929	0
100652999	0
10066	-0.026036406471027267
10067	-0.023009675962276727
10068	-0.012641503522270984
10069	0
1007	0.0024950330267128795
10071	0
10072	-0.008756750674314197
10073	0
10075	0
10076	-0.020382540544886037
10077	0
10078	0
10079	0.004367647858369498
1008	0
10081	0.003979304180789196
10082	0
100820829	0.08351836215013368
10083	0
10084	-0.008137473482068376
10085	0.013519519484386759
100852408	0
100852409	0
100859921	0
